expert_id;image_name;name;112.ua;24 канал;Gazeta.ua;LB.ua;LIGA.net;Obozrevatel;Politeka;ZIK;ZN.UA;Zaxid.net;Znaj.ua;Інтерфакс-Україна;Апостроф;Бабель;Букви;Вголос;Вести;Главком;ГолосUA;Гордон;Громадське;Економічна правда;Еспресо ТВ;КП в Украине;Корреспондент.net;НВ;РБК-Україна;Радіо Свобода;Страна.ua;Суспільне;Сьогодні;ТСН;Телеграф;УНІАН;УНН;Українська правда;Українські новини;Укрінформ;Факти;Факти ICTV;Фокус;Цензор.НЕТ
391;m_naiiem;Масі Найєм;0;2;1;2;3;1;0;0;1;0;0;1;0;1;3;0;1;3;0;0;1;0;2;0;0;1;0;2;0;2;0;0;0;2;0;1;0;0;0;0;0;2
420;i_mosiichuk;Ігор Мосійчук;1;2;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;1;1;1;0;0;2;2;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0;1;0
