expert_id;image_name;name;112.ua;24 канал;Gazeta.ua;LB.ua;LIGA.net;Obozrevatel;Politeka;ZIK;ZN.UA;Zaxid.net;Znaj.ua;Інтерфакс-Україна;Апостроф;Бабель;Букви;Вголос;Вести;Главком;ГолосUA;Гордон;Громадське;Економічна правда;Еспресо ТВ;КП в Украине;Корреспондент.net;НВ;РБК-Україна;Радіо Свобода;Страна.ua;Суспільне;Сьогодні;ТСН;Телеграф;УНІАН;УНН;Українська правда;Українські новини;Укрінформ;Факти;Факти ICTV;Фокус;Цензор.НЕТ
504;o_popenko;Олег Попенко;0;0;0;0;0;11;12;1;0;0;7;0;4;0;0;0;6;2;8;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;2;0;0;0;1;0
293;a_zolotarov;Андрій Золотарьов;0;0;1;0;0;0;10;0;0;0;12;0;5;0;0;0;2;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
94;s_leshchenko;Сергій Лещенко;1;1;3;0;1;1;1;0;0;0;1;0;3;0;4;0;1;0;1;7;1;0;0;1;0;5;0;1;1;0;1;1;4;2;1;0;2;0;3;0;2;3
395;k_hroziev;Христо Грозєв;0;4;1;2;2;5;0;0;1;3;0;0;2;0;0;0;2;2;0;5;1;0;3;0;1;3;0;0;4;0;0;0;1;1;1;0;0;1;0;2;2;3
126;v_shabunin;Віталій Шабунін;0;12;1;0;0;1;1;0;1;2;1;0;1;1;1;0;0;2;0;3;0;2;1;0;0;3;1;0;0;0;2;0;0;0;0;0;2;0;0;0;0;12
211;o_okhrimenko;Олександр Охріменко;1;1;2;0;0;0;1;1;0;0;0;0;2;0;0;0;3;7;10;0;0;0;0;4;0;0;0;0;0;0;8;1;6;0;2;0;0;0;0;0;1;0
384;y_lutsenko;Юрій Луценко;3;8;2;1;2;0;0;1;3;1;0;0;0;1;1;0;2;2;0;2;0;0;0;2;2;2;1;0;2;2;1;0;2;0;0;1;1;1;0;0;1;2
478;v_karasov;Вадим Карасьов;0;0;0;0;0;0;7;0;0;0;6;1;2;0;0;0;7;1;0;1;0;0;0;0;0;0;1;0;2;0;13;1;0;2;2;0;2;0;0;0;0;0
256;o_kalenkov;Олександр Каленков;0;3;1;0;0;5;6;0;0;0;6;0;0;0;0;0;0;7;0;1;0;0;0;1;0;1;2;0;0;0;2;0;0;6;0;0;1;0;1;0;0;4
550;d_sniehyrov;Дмитро Снєгирьов;0;0;0;0;0;0;19;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
215;o_ustenko;Олег Устенко;0;4;1;1;0;4;1;0;0;0;0;0;0;0;0;0;6;6;0;0;0;0;0;4;1;0;1;2;0;0;2;2;0;0;0;0;1;4;0;3;0;0
105480;y_balan;Юліан Балан;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12;0;0;2;0;11;3;0;0;0;0;0;0;2;0;0;0;0;0;0;1;1;0;10;0;0;0;0
1907;v_nevmerzhytskyi;Василь Невмержицький;0;0;0;0;0;3;1;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;21;0;0;0;0;0
