expert_id;image_name;name;112.ua;24 канал;Gazeta.ua;LB.ua;LIGA.net;Obozrevatel;Politeka;ZIK;ZN.UA;Zaxid.net;Znaj.ua;Інтерфакс-Україна;Апостроф;Бабель;Букви;Вголос;Вести;Главком;ГолосUA;Гордон;Громадське;Економічна правда;Еспресо ТВ;КП в Украине;Корреспондент.net;НВ;РБК-Україна;Радіо Свобода;Страна.ua;Суспільне;Сьогодні;ТСН;Телеграф;УНІАН;УНН;Українська правда;Українські новини;Укрінформ;Факти;Факти ICTV;Фокус;Цензор.НЕТ
2336;y_lupenko;Юрій Лупенко;0;3;0;0;0;2;0;1;1;0;1;2;1;0;1;0;2;0;4;1;0;0;1;0;0;1;0;0;1;1;0;0;0;1;2;0;2;1;0;0;0;1
1907;v_nevmerzhytskyi;Василь Невмержицький;0;0;0;0;0;4;0;0;1;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0
1333;o_khmelevskyi;Олександр Хмелевський;0;3;1;0;0;1;4;1;0;0;1;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;7;0;0
497;a_hoilov;Андрій Гойлов;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;1;0;4;0;0;0
105482;a_lukasevych;Андрій Лукасевич;0;0;0;0;0;6;6;0;0;0;6;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;3
538;d_marunych;Дмитро Марунич;1;0;1;0;0;2;1;1;0;0;0;0;1;0;0;0;1;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0
558;v_stepaniuk;Всеволод Степанюк;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
294;v_omelian;Володимир Омелян;0;0;0;0;0;8;5;0;0;0;5;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
1225;b_bereza;Борислав Береза;0;0;0;0;0;4;5;0;0;0;4;0;0;0;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;2
418;m_chaplyha;Михайло Чаплига;0;0;0;0;0;1;11;0;0;0;10;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
576;y_korolchuk;Юрій Корольчук;0;0;2;0;0;5;1;0;0;0;4;0;1;0;0;0;0;0;2;0;0;0;2;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0
